mark,pedal,angle_x,angle_y,angle_z,distance,elapsed time
0,0,3.621539483244e-312,0.0,0.0,548.6574523325096,0.013007879257202148
0,0,0.0,0.0,0.0,548.6574523325096,0.0690453052520752
0,0,0.0,0.0,0.0,548.6574523325096,0.12108111381530762
0,0,0.0,0.0,0.0,548.6574523325096,0.17011237144470215
0,0,0.0,0.0,0.0,548.6574523325096,0.22114896774291992
0,0,0.0,0.0,0.0,548.6574523325096,0.2496657371520996
0,0,0.0,0.0,0.0,548.6574523325096,0.32471561431884766
0,0,0.0,0.0,0.0,548.6574523325096,0.3747520446777344
0,0,0.0,0.0,0.0,548.6574523325096,0.42778587341308594
0,0,0.0,0.0,0.0,548.6574523325096,0.4788210391998291
0,0,0.0,0.0,0.0,548.6574523325096,0.5288538932800293
0,0,0.0,0.0,0.0,548.6574523325096,0.6034035682678223
0,0,0.0,0.0,0.0,548.6574523325096,0.6294217109680176
0,0,0.0,0.0,0.0,548.6574523325096,0.682955265045166
0,0,0.0,0.0,0.0,548.6574523325096,0.7575044631958008
0,0,0.0,0.0,0.0,548.6574523325096,0.7825210094451904
0,0,0.0,0.0,0.0,548.6574523325096,0.834057092666626
0,0,0.0,0.0,0.0,548.6574523325096,0.9366240501403809
0,1,-0.4685975609756098,0.0,0.11884603658536587,548.6574523325096,1.0451970100402832
0,1,-0.8602850609756099,0.0,0.3166585365853659,548.6574523325096,1.1417639255523682
0,1,-0.6996158536585367,0.0,0.320187881097561,548.6574523325096,1.1717808246612549
0,1,-0.05529420731707324,0.0,0.2532915396341464,548.6574523325096,1.2543385028839111
0,1,1.102513719512195,0.0,0.11527782012195129,549.6053129291965,1.3118746280670166
0,1,1.7743620426829267,0.0,-0.012543826219512139,550.5533579953899,1.3378922939300537
0,1,2.1795830792682924,0.0,-0.19821455792682924,551.5015865797668,1.3649113178253174
0,1,2.718823170731707,0.0,-0.5275804115853658,552.4499977373517,1.4129421710968018
0,1,3.5034009146341463,0.0,-0.7643837652439025,554.3473640236779,1.4609754085540771
0,1,4.678724085365854,0.0,-0.9724127286585367,556.2454494195886,1.5365245342254639
0,1,4.522556402439025,0.0,-0.907486661585366,558.1442465886395,1.5890591144561768
0,1,3.6444207317073176,0.0,-0.6258433689024392,560.0437482911491,1.6140775680541992
0,1,2.366393292682927,0.0,-0.14577705792682943,560.9937611061285,1.6626100540161133
0,1,-3.590149771341463,0.0,1.5567980182926828,558.7817105095692,1.8382270336151123
0,1,-4.494935594512195,0.0,1.7684592225609754,556.569851860483,1.9628119468688965
0,1,-11.044710746951221,0.0,3.423452362804878,550.2453997990351,2.1589410305023193
0,1,-12.187700457317074,0.0,3.6641612042682925,543.9209501388966,2.262009620666504
0,1,-12.366493140243904,0.0,3.6912709603658533,537.5965029648165,2.336559534072876
0,1,-12.755569359756098,0.0,3.7293151676829264,531.2720583655798,2.469146966934204
0,1,-12.896535442073171,0.0,3.7290941310975607,524.9476164342495,2.5191822052001953
0,1,-12.749215320121952,0.0,3.693343368902439,518.6231772684287,2.614243984222412
0,1,-12.571370045731708,0.0,3.6790834603658533,512.2987409705396,2.662776470184326
0,1,-12.580333460365855,0.0,3.6662252286585364,505.97430764812555,2.715311050415039
0,1,-12.611211509146344,0.0,3.6195060975609756,499.6498774141749,2.7403275966644287
0,1,-12.725856707317075,0.0,3.5113319359756097,493.32545038746986,2.790860891342163
0,1,-12.964841463414636,0.0,3.3978990091463412,487.0010266929629,2.891430377960205
0,1,-13.103646722560978,0.0,3.357245426829268,479.72596344162986,2.9894936084747314
0,1,-13.07978849085366,0.0,3.37879306402439,472.451055666087,3.0150115489959717
0,1,-12.7561787347561,0.0,3.584073551829268,466.12659224721347,3.213644027709961
0,1,-12.75690929878049,0.0,3.6079386432926825,459.80213135652167,3.2826905250549316
0,1,-12.953073932926833,0.0,3.698103277439024,453.47767309979,3.3392271995544434
0,1,-13.142666158536588,0.0,3.7470019054878043,446.202868659537,3.396768569946289
0,1,-13.527261432926833,0.0,3.8212031249999994,438.9282401486603,3.4738214015960693
0,1,-13.601775533536589,0.0,3.8625160060975605,431.65379646193315,3.597402572631836
0,1,-13.505147484756101,0.0,3.9457324695121945,424.3795471037689,3.6474342346191406
0,1,-13.440128429878053,0.0,4.004249618902438,417.1055022413394,3.696967840194702
0,1,-13.38000647865854,0.0,4.091115472560975,409.8316727633432,3.72448468208313
0,1,-13.213321265243906,0.0,4.354362042682926,402.5580703451367,3.8010358810424805
0,1,-13.276203125000004,0.0,4.451016768292682,395.28470752104744,3.851569652557373
0,1,-13.316573551829272,0.0,4.484947408536584,388.0115977648091,3.901102066040039
0,1,-13.206570503048784,0.0,4.510839939024389,380.7387555792029,3.954639434814453
0,1,-13.138703125000003,0.0,4.52362538109756,373.46619659615783,4.20430588722229
0,1,-13.243941692073173,0.0,4.483337271341462,366.19393768876074,4.277353048324585
0,1,-13.279352896341466,0.0,4.470118521341462,358.92199709686224,4.351404428482056
0,1,-13.306435213414638,0.0,4.394782393292681,351.6503945682416,4.399938583374023
0,1,-13.390720655487808,0.0,4.236628810975608,344.379151517626,4.506006479263306
0,1,-13.437314405487808,0.0,4.129614710365852,337.10829120625317,4.556039333343506
0,1,-13.262222560975612,0.0,4.038050685975608,329.8378389451398,4.680124998092651
0,1,-13.24646798780488,0.0,3.9516025152439007,322.56782232578627,4.729154348373413
0,1,-13.289890243902441,0.0,3.8496406249999984,315.29827148273426,4.781190395355225
0,1,-13.369497713414637,0.0,3.681936737804876,308.02921939322573,4.8787572383880615
0,1,-13.333781250000003,0.0,3.418717225609754,300.76070222022025,4.956808567047119
0,1,-13.305301829268295,0.0,3.3981905487804855,293.492759706266,5.030857563018799
0,1,-13.102996951219515,0.0,3.4500594512195097,286.2254356272342,5.1064064502716064
0,1,-12.916618902439026,0.0,3.3107484756097536,279.9017684831591,5.182959318161011
0,1,-12.930321265243904,0.0,3.1779161585365827,273.57814240176424,5.256008625030518
0,1,-12.889697789634148,0.0,3.019959984756095,267.25456029785533,5.356075763702393
0,1,-12.820700076219515,0.0,2.9741234756097534,261.2661478263114,5.434127330780029
0,1,-12.812003429878052,0.0,3.013071646341461,254.94313091354314,5.483659744262695
0,1,-12.815320503048783,0.0,3.055986280487802,248.62019226120793,5.508677244186401
